,RunId,iteration,Step,num_agents,num_supportive,stigma_level,support_effectiveness,acceptance_probability,refusal_gets_worse_probability,Average Depression,Mild Count,Moderate Count,Severe Count
302,303,0,50,50,10,0.7,0.7,0.9,0.9,0.44,35,8,7
303,302,0,50,50,10,0.7,0.7,0.9,0.7,0.4,35,10,5
304,304,0,50,50,10,0.7,0.9,0.3,0.3,0.54,32,9,9
305,305,0,50,50,10,0.7,0.9,0.3,0.5,0.88,21,14,15
306,307,0,50,50,10,0.7,0.9,0.3,0.9,1.12,18,8,24
307,306,0,50,50,10,0.7,0.9,0.3,0.7,0.98,19,13,18
308,312,0,50,50,10,0.7,0.9,0.7,0.3,0.78,27,7,16
309,309,0,50,50,10,0.7,0.9,0.5,0.5,0.54,32,9,9
310,308,0,50,50,10,0.7,0.9,0.5,0.3,0.56,31,10,9
311,310,0,50,50,10,0.7,0.9,0.5,0.7,0.94,23,7,20
312,311,0,50,50,10,0.7,0.9,0.5,0.9,1.06,18,11,21
313,313,0,50,50,10,0.7,0.9,0.7,0.5,0.48,34,8,8
314,317,0,50,50,10,0.7,0.9,0.9,0.5,0.54,33,7,10
315,315,0,50,50,10,0.7,0.9,0.7,0.9,0.58,33,5,12
316,314,0,50,50,10,0.7,0.9,0.7,0.7,0.56,32,8,10
317,316,0,50,50,10,0.7,0.9,0.9,0.3,0.36,39,4,7
318,319,0,50,50,10,0.7,0.9,0.9,0.9,0.42,36,7,7
319,318,0,50,50,10,0.7,0.9,0.9,0.7,0.38,38,5,7
320,320,0,50,50,10,0.9,0.1,0.3,0.3,0.7,25,15,10
321,323,0,50,50,10,0.9,0.1,0.3,0.9,0.94,20,13,17
322,322,0,50,50,10,0.9,0.1,0.3,0.7,0.84,21,16,13
323,321,0,50,50,10,0.9,0.1,0.3,0.5,0.66,28,11,11
324,324,0,50,50,10,0.9,0.1,0.5,0.3,0.68,27,12,11
325,325,0,50,50,10,0.9,0.1,0.5,0.5,0.86,22,13,15
326,328,0,50,50,10,0.9,0.1,0.7,0.3,0.68,28,10,12
327,327,0,50,50,10,0.9,0.1,0.5,0.9,0.94,20,13,17
328,326,0,50,50,10,0.9,0.1,0.5,0.7,0.98,18,15,17
329,329,0,50,50,10,0.9,0.1,0.7,0.5,1.0,14,22,14
330,330,0,50,50,10,0.9,0.1,0.7,0.7,0.96,17,18,15
331,331,0,50,50,10,0.9,0.1,0.7,0.9,0.6,31,8,11
332,332,0,50,50,10,0.9,0.1,0.9,0.3,1.04,18,12,20
333,333,0,50,50,10,0.9,0.1,0.9,0.5,0.88,23,10,17
334,334,0,50,50,10,0.9,0.1,0.9,0.7,0.56,30,12,8
335,335,0,50,50,10,0.9,0.1,0.9,0.9,0.86,19,19,12
336,336,0,50,50,10,0.9,0.3,0.3,0.3,0.6,30,10,10
337,337,0,50,50,10,0.9,0.3,0.3,0.5,0.74,24,15,11
338,338,0,50,50,10,0.9,0.3,0.3,0.7,0.88,19,18,13
339,339,0,50,50,10,0.9,0.3,0.3,0.9,1.32,12,10,28
340,341,0,50,50,10,0.9,0.3,0.5,0.5,0.58,32,7,11
341,344,0,50,50,10,0.9,0.3,0.7,0.3,0.9,23,9,18
342,340,0,50,50,10,0.9,0.3,0.5,0.3,0.42,36,7,7
343,345,0,50,50,10,0.9,0.3,0.7,0.5,0.62,29,11,10
344,343,0,50,50,10,0.9,0.3,0.5,0.9,0.96,17,18,15
345,342,0,50,50,10,0.9,0.3,0.5,0.7,0.76,24,14,12
346,346,0,50,50,10,0.9,0.3,0.7,0.7,0.34,35,13,2
347,347,0,50,50,10,0.9,0.3,0.7,0.9,0.62,30,9,11
348,348,0,50,50,10,0.9,0.3,0.9,0.3,0.64,32,4,14
349,349,0,50,50,10,0.9,0.3,0.9,0.5,0.46,32,13,5
350,350,0,50,50,10,0.9,0.3,0.9,0.7,0.26,39,9,2
351,351,0,50,50,10,0.9,0.3,0.9,0.9,0.48,35,6,9
352,352,0,50,50,10,0.9,0.5,0.3,0.3,0.62,28,13,9
353,354,0,50,50,10,0.9,0.5,0.3,0.7,1.1,19,7,24
354,353,0,50,50,10,0.9,0.5,0.3,0.5,0.74,27,9,14
355,355,0,50,50,10,0.9,0.5,0.3,0.9,1.4,12,6,32
356,357,0,50,50,10,0.9,0.5,0.5,0.5,0.6,30,10,10
357,358,0,50,50,10,0.9,0.5,0.5,0.7,0.84,24,10,16
358,359,0,50,50,10,0.9,0.5,0.5,0.9,1.04,19,10,21
359,356,0,50,50,10,0.9,0.5,0.5,0.3,0.42,36,7,7
360,361,0,50,50,10,0.9,0.5,0.7,0.5,0.62,29,11,10
361,362,0,50,50,10,0.9,0.5,0.7,0.7,0.56,29,14,7
362,360,0,50,50,10,0.9,0.5,0.7,0.3,0.34,39,5,6
363,363,0,50,50,10,0.9,0.5,0.7,0.9,0.48,33,10,7
364,364,0,50,50,10,0.9,0.5,0.9,0.3,0.38,33,15,2
365,365,0,50,50,10,0.9,0.5,0.9,0.5,0.42,35,9,6
366,366,0,50,50,10,0.9,0.5,0.9,0.7,0.44,36,6,8
367,367,0,50,50,10,0.9,0.5,0.9,0.9,0.44,34,10,6
368,368,0,50,50,10,0.9,0.7,0.3,0.3,0.84,25,8,17
369,370,0,50,50,10,0.9,0.7,0.3,0.7,1.18,17,7,26
370,371,0,50,50,10,0.9,0.7,0.3,0.9,0.8,23,14,13
371,369,0,50,50,10,0.9,0.7,0.3,0.5,0.76,21,20,9
372,373,0,50,50,10,0.9,0.7,0.5,0.5,0.54,32,9,9
373,374,0,50,50,10,0.9,0.7,0.5,0.7,0.84,23,12,15
374,372,0,50,50,10,0.9,0.7,0.5,0.3,0.52,34,6,10
375,376,0,50,50,10,0.9,0.7,0.7,0.3,0.38,38,5,7
376,375,0,50,50,10,0.9,0.7,0.5,0.9,0.88,22,12,16
377,377,0,50,50,10,0.9,0.7,0.7,0.5,0.54,32,9,9
378,378,0,50,50,10,0.9,0.7,0.7,0.7,0.58,28,15,7
379,379,0,50,50,10,0.9,0.7,0.7,0.9,0.92,23,8,19
380,381,0,50,50,10,0.9,0.7,0.9,0.5,0.4,36,8,6
381,380,0,50,50,10,0.9,0.7,0.9,0.3,0.32,40,4,6
382,382,0,50,50,10,0.9,0.7,0.9,0.7,0.58,30,11,9
383,383,0,50,50,10,0.9,0.7,0.9,0.9,0.64,31,6,13
384,384,0,50,50,10,0.9,0.9,0.3,0.3,0.36,37,8,5
385,386,0,50,50,10,0.9,0.9,0.3,0.7,0.88,22,12,16
386,385,0,50,50,10,0.9,0.9,0.3,0.5,0.72,29,6,15
387,387,0,50,50,10,0.9,0.9,0.3,0.9,1.04,19,10,21
388,388,0,50,50,10,0.9,0.9,0.5,0.3,0.5,33,9,8
389,389,0,50,50,10,0.9,0.9,0.5,0.5,0.4,36,8,6
390,390,0,50,50,10,0.9,0.9,0.5,0.7,0.8,25,10,15
391,393,0,50,50,10,0.9,0.9,0.7,0.5,0.56,29,14,7
392,394,0,50,50,10,0.9,0.9,0.7,0.7,0.42,37,5,8
393,391,0,50,50,10,0.9,0.9,0.5,0.9,0.86,25,7,18
394,392,0,50,50,10,0.9,0.9,0.7,0.3,0.4,37,6,7
395,395,0,50,50,10,0.9,0.9,0.7,0.9,0.68,24,18,8
396,396,0,50,50,10,0.9,0.9,0.9,0.3,0.46,33,11,6
397,397,0,50,50,10,0.9,0.9,0.9,0.5,0.38,38,5,7
398,398,0,50,50,10,0.9,0.9,0.9,0.7,0.44,37,4,9
399,399,0,50,50,10,0.9,0.9,0.9,0.9,0.46,34,9,7
400,400,1,50,50,10,0.1,0.1,0.3,0.3,0.84,23,12,15
401,405,1,50,50,10,0.1,0.1,0.5,0.5,0.88,19,18,13
402,401,1,50,50,10,0.1,0.1,0.3,0.5,0.78,21,19,10
403,402,1,50,50,10,0.1,0.1,0.3,0.7,1.1,14,17,19
404,403,1,50,50,10,0.1,0.1,0.3,0.9,1.36,5,22,23
405,406,1,50,50,10,0.1,0.1,0.5,0.7,0.98,17,17,16
406,404,1,50,50,10,0.1,0.1,0.5,0.3,0.74,23,17,10
407,407,1,50,50,10,0.1,0.1,0.5,0.9,0.98,15,21,14
408,408,1,50,50,10,0.1,0.1,0.7,0.3,0.66,28,11,11
409,411,1,50,50,10,0.1,0.1,0.7,0.9,0.74,22,19,9
410,412,1,50,50,10,0.1,0.1,0.9,0.3,0.8,23,14,13
411,410,1,50,50,10,0.1,0.1,0.7,0.7,0.64,27,14,9
412,409,1,50,50,10,0.1,0.1,0.7,0.5,0.72,24,16,10
413,413,1,50,50,10,0.1,0.1,0.9,0.5,0.62,26,17,7
414,414,1,50,50,10,0.1,0.1,0.9,0.7,0.6,32,6,12
415,415,1,50,50,10,0.1,0.1,0.9,0.9,0.7,23,19,8
416,416,1,50,50,10,0.1,0.3,0.3,0.3,0.72,21,22,7
417,419,1,50,50,10,0.1,0.3,0.3,0.9,1.34,11,11,28
418,420,1,50,50,10,0.1,0.3,0.5,0.3,0.72,27,10,13
419,417,1,50,50,10,0.1,0.3,0.3,0.5,0.8,24,12,14
420,423,1,50,50,10,0.1,0.3,0.5,0.9,1.02,15,19,16
421,418,1,50,50,10,0.1,0.3,0.3,0.7,1.14,14,15,21
422,424,1,50,50,10,0.1,0.3,0.7,0.3,0.72,23,18,9
423,422,1,50,50,10,0.1,0.3,0.5,0.7,1.0,18,14,18
424,421,1,50,50,10,0.1,0.3,0.5,0.5,0.42,33,13,4
425,426,1,50,50,10,0.1,0.3,0.7,0.7,0.78,22,17,11
426,427,1,50,50,10,0.1,0.3,0.7,0.9,0.66,27,13,10
427,425,1,50,50,10,0.1,0.3,0.7,0.5,0.48,33,10,7
428,428,1,50,50,10,0.1,0.3,0.9,0.3,0.7,29,7,14
429,430,1,50,50,10,0.1,0.3,0.9,0.7,0.58,30,11,9
430,429,1,50,50,10,0.1,0.3,0.9,0.5,0.5,35,5,10
431,431,1,50,50,10,0.1,0.3,0.9,0.9,0.5,31,13,6
432,432,1,50,50,10,0.1,0.5,0.3,0.3,0.5,35,5,10
433,433,1,50,50,10,0.1,0.5,0.3,0.5,0.58,30,11,9
434,434,1,50,50,10,0.1,0.5,0.3,0.7,0.9,20,15,15
435,437,1,50,50,10,0.1,0.5,0.5,0.5,0.92,24,6,20
436,439,1,50,50,10,0.1,0.5,0.5,0.9,0.94,16,21,13
437,435,1,50,50,10,0.1,0.5,0.3,0.9,1.0,18,14,18
438,436,1,50,50,10,0.1,0.5,0.5,0.3,0.46,37,3,10
439,440,1,50,50,10,0.1,0.5,0.7,0.3,0.52,34,6,10
440,438,1,50,50,10,0.1,0.5,0.5,0.7,0.7,27,11,12
441,441,1,50,50,10,0.1,0.5,0.7,0.5,0.52,31,12,7
442,442,1,50,50,10,0.1,0.5,0.7,0.7,0.48,32,12,6
443,444,1,50,50,10,0.1,0.5,0.9,0.3,0.36,36,10,4
444,443,1,50,50,10,0.1,0.5,0.7,0.9,0.72,28,8,14
445,445,1,50,50,10,0.1,0.5,0.9,0.5,0.44,35,8,7
446,447,1,50,50,10,0.1,0.5,0.9,0.9,0.44,35,8,7
447,446,1,50,50,10,0.1,0.5,0.9,0.7,0.48,32,12,6
448,448,1,50,50,10,0.1,0.7,0.3,0.3,0.68,27,12,11
449,451,1,50,50,10,0.1,0.7,0.3,0.9,1.16,16,10,24
450,452,1,50,50,10,0.1,0.7,0.5,0.3,0.6,31,8,11
451,456,1,50,50,10,0.1,0.7,0.7,0.3,0.52,31,12,7
452,453,1,50,50,10,0.1,0.7,0.5,0.5,0.64,29,10,11
453,449,1,50,50,10,0.1,0.7,0.3,0.5,0.92,21,12,17
454,454,1,50,50,10,0.1,0.7,0.5,0.7,0.62,29,11,10
455,455,1,50,50,10,0.1,0.7,0.5,0.9,0.98,19,13,18
456,450,1,50,50,10,0.1,0.7,0.3,0.7,1.26,14,9,27
457,460,1,50,50,10,0.1,0.7,0.9,0.3,0.42,36,7,7
458,457,1,50,50,10,0.1,0.7,0.7,0.5,0.64,31,6,13
459,458,1,50,50,10,0.1,0.7,0.7,0.7,0.54,33,7,10
460,459,1,50,50,10,0.1,0.7,0.7,0.9,0.86,22,13,15
461,461,1,50,50,10,0.1,0.7,0.9,0.5,0.34,39,5,6
462,462,1,50,50,10,0.1,0.7,0.9,0.7,0.46,33,11,6
463,463,1,50,50,10,0.1,0.7,0.9,0.9,0.78,27,7,16
464,464,1,50,50,10,0.1,0.9,0.3,0.3,0.58,31,9,10
465,467,1,50,50,10,0.1,0.9,0.3,0.9,1.04,19,10,21
466,469,1,50,50,10,0.1,0.9,0.5,0.5,0.82,26,7,17
467,465,1,50,50,10,0.1,0.9,0.3,0.5,0.58,32,7,11
468,470,1,50,50,10,0.1,0.9,0.5,0.7,0.82,26,7,17
469,471,1,50,50,10,0.1,0.9,0.5,0.9,0.86,22,13,15
470,466,1,50,50,10,0.1,0.9,0.3,0.7,0.94,24,5,21
471,468,1,50,50,10,0.1,0.9,0.5,0.3,0.48,34,8,8
472,475,1,50,50,10,0.1,0.9,0.7,0.9,0.62,30,9,11
473,476,1,50,50,10,0.1,0.9,0.9,0.3,0.5,35,5,10
474,473,1,50,50,10,0.1,0.9,0.7,0.5,0.66,26,15,9
475,472,1,50,50,10,0.1,0.9,0.7,0.3,0.52,36,2,12
476,474,1,50,50,10,0.1,0.9,0.7,0.7,0.38,37,7,6
477,477,1,50,50,10,0.1,0.9,0.9,0.5,0.6,32,6,12
478,478,1,50,50,10,0.1,0.9,0.9,0.7,0.3,41,3,6
479,479,1,50,50,10,0.1,0.9,0.9,0.9,0.48,35,6,9
480,480,1,50,50,10,0.3,0.1,0.3,0.3,1.04,16,16,18
481,481,1,50,50,10,0.3,0.1,0.3,0.5,0.6,27,16,7
482,486,1,50,50,10,0.3,0.1,0.5,0.7,0.94,19,15,16
483,485,1,50,50,10,0.3,0.1,0.5,0.5,0.82,23,13,14
484,482,1,50,50,10,0.3,0.1,0.3,0.7,1.0,17,16,17
485,488,1,50,50,10,0.3,0.1,0.7,0.3,0.66,28,11,11
486,484,1,50,50,10,0.3,0.1,0.5,0.3,0.44,32,14,4
487,487,1,50,50,10,0.3,0.1,0.5,0.9,0.96,20,12,18
488,491,1,50,50,10,0.3,0.1,0.7,0.9,1.2,14,12,24
489,483,1,50,50,10,0.3,0.1,0.3,0.9,1.16,15,12,23
490,489,1,50,50,10,0.3,0.1,0.7,0.5,0.82,23,13,14
491,490,1,50,50,10,0.3,0.1,0.7,0.7,0.82,20,19,11
492,492,1,50,50,10,0.3,0.1,0.9,0.3,0.68,30,6,14
493,494,1,50,50,10,0.3,0.1,0.9,0.7,0.78,24,13,13
494,493,1,50,50,10,0.3,0.1,0.9,0.5,0.64,30,8,12
495,495,1,50,50,10,0.3,0.1,0.9,0.9,0.84,23,12,15
496,496,1,50,50,10,0.3,0.3,0.3,0.3,0.84,22,14,14
497,497,1,50,50,10,0.3,0.3,0.3,0.5,0.54,31,11,8
498,499,1,50,50,10,0.3,0.3,0.3,0.9,1.08,13,20,17
499,498,1,50,50,10,0.3,0.3,0.3,0.7,0.76,24,14,12
500,500,1,50,50,10,0.3,0.3,0.5,0.3,0.78,26,9,15
501,503,1,50,50,10,0.3,0.3,0.5,0.9,0.88,18,20,12
502,502,1,50,50,10,0.3,0.3,0.5,0.7,0.64,26,16,8
503,505,1,50,50,10,0.3,0.3,0.7,0.5,0.58,31,9,10
504,501,1,50,50,10,0.3,0.3,0.5,0.5,0.88,24,8,18
505,507,1,50,50,10,0.3,0.3,0.7,0.9,0.84,21,16,13
506,504,1,50,50,10,0.3,0.3,0.7,0.3,0.5,33,9,8
507,506,1,50,50,10,0.3,0.3,0.7,0.7,0.78,25,11,14
508,510,1,50,50,10,0.3,0.3,0.9,0.7,0.42,38,3,9
509,509,1,50,50,10,0.3,0.3,0.9,0.5,0.6,30,10,10
510,508,1,50,50,10,0.3,0.3,0.9,0.3,0.7,27,11,12
511,511,1,50,50,10,0.3,0.3,0.9,0.9,0.38,36,9,5
512,512,1,50,50,10,0.3,0.5,0.3,0.3,0.66,30,7,13
513,513,1,50,50,10,0.3,0.5,0.3,0.5,0.68,26,14,10
514,514,1,50,50,10,0.3,0.5,0.3,0.7,0.9,21,13,16
515,515,1,50,50,10,0.3,0.5,0.3,0.9,1.1,16,13,21
516,517,1,50,50,10,0.3,0.5,0.5,0.5,0.6,28,14,8
517,516,1,50,50,10,0.3,0.5,0.5,0.3,0.66,28,11,11
518,518,1,50,50,10,0.3,0.5,0.5,0.7,0.66,28,11,11
519,521,1,50,50,10,0.3,0.5,0.7,0.5,0.34,36,11,3
520,522,1,50,50,10,0.3,0.5,0.7,0.7,0.54,31,11,8
521,520,1,50,50,10,0.3,0.5,0.7,0.3,0.44,36,6,8
522,523,1,50,50,10,0.3,0.5,0.7,0.9,0.52,32,10,8
523,519,1,50,50,10,0.3,0.5,0.5,0.9,0.98,19,13,18
524,525,1,50,50,10,0.3,0.5,0.9,0.5,0.42,38,3,9
525,524,1,50,50,10,0.3,0.5,0.9,0.3,0.4,37,6,7
526,527,1,50,50,10,0.3,0.5,0.9,0.9,0.4,37,6,7
527,526,1,50,50,10,0.3,0.5,0.9,0.7,0.32,39,6,5
528,528,1,50,50,10,0.3,0.7,0.3,0.3,0.58,29,13,8
529,529,1,50,50,10,0.3,0.7,0.3,0.5,0.92,22,10,18
530,530,1,50,50,10,0.3,0.7,0.3,0.7,0.98,19,13,18
531,535,1,50,50,10,0.3,0.7,0.5,0.9,1.2,15,10,25
532,531,1,50,50,10,0.3,0.7,0.3,0.9,1.24,13,12,25
533,537,1,50,50,10,0.3,0.7,0.7,0.5,0.7,24,17,9
534,533,1,50,50,10,0.3,0.7,0.5,0.5,0.72,28,8,14
535,532,1,50,50,10,0.3,0.7,0.5,0.3,0.46,33,11,6
536,534,1,50,50,10,0.3,0.7,0.5,0.7,0.76,24,14,12
537,538,1,50,50,10,0.3,0.7,0.7,0.7,0.7,26,13,11
538,539,1,50,50,10,0.3,0.7,0.7,0.9,0.56,33,6,11
539,536,1,50,50,10,0.3,0.7,0.7,0.3,0.32,39,6,5
540,540,1,50,50,10,0.3,0.7,0.9,0.3,0.6,30,10,10
541,542,1,50,50,10,0.3,0.7,0.9,0.7,0.26,39,9,2
542,541,1,50,50,10,0.3,0.7,0.9,0.5,0.26,41,5,4
543,543,1,50,50,10,0.3,0.7,0.9,0.9,0.3,40,5,5
544,544,1,50,50,10,0.3,0.9,0.3,0.3,0.64,32,4,14
545,546,1,50,50,10,0.3,0.9,0.3,0.7,0.94,22,9,19
546,545,1,50,50,10,0.3,0.9,0.3,0.5,0.64,30,8,12
547,547,1,50,50,10,0.3,0.9,0.3,0.9,1.22,14,11,25
548,548,1,50,50,10,0.3,0.9,0.5,0.3,0.36,36,10,4
549,551,1,50,50,10,0.3,0.9,0.5,0.9,0.76,26,10,14
550,549,1,50,50,10,0.3,0.9,0.5,0.5,0.84,25,8,17
551,550,1,50,50,10,0.3,0.9,0.5,0.7,0.62,32,5,13
552,552,1,50,50,10,0.3,0.9,0.7,0.3,0.44,33,12,5
553,553,1,50,50,10,0.3,0.9,0.7,0.5,0.42,36,7,7
554,555,1,50,50,10,0.3,0.9,0.7,0.9,0.7,26,13,11
555,554,1,50,50,10,0.3,0.9,0.7,0.7,0.66,28,11,11
556,556,1,50,50,10,0.3,0.9,0.9,0.3,0.36,38,6,6
557,557,1,50,50,10,0.3,0.9,0.9,0.5,0.58,31,9,10
558,558,1,50,50,10,0.3,0.9,0.9,0.7,0.44,35,8,7
559,559,1,50,50,10,0.3,0.9,0.9,0.9,0.52,34,6,10
560,560,1,50,50,10,0.5,0.1,0.3,0.3,0.74,24,15,11
561,562,1,50,50,10,0.5,0.1,0.3,0.7,1.0,17,16,17
562,563,1,50,50,10,0.5,0.1,0.3,0.9,1.0,20,10,20
563,561,1,50,50,10,0.5,0.1,0.3,0.5,0.96,19,14,17
564,564,1,50,50,10,0.5,0.1,0.5,0.3,0.78,24,13,13
565,566,1,50,50,10,0.5,0.1,0.5,0.7,0.94,18,17,15
566,570,1,50,50,10,0.5,0.1,0.7,0.7,0.74,25,13,12
567,568,1,50,50,10,0.5,0.1,0.7,0.3,0.5,31,13,6
568,567,1,50,50,10,0.5,0.1,0.5,0.9,0.82,17,25,8
569,565,1,50,50,10,0.5,0.1,0.5,0.5,0.78,23,15,12
570,571,1,50,50,10,0.5,0.1,0.7,0.9,1.0,17,16,17
571,569,1,50,50,10,0.5,0.1,0.7,0.5,0.6,31,8,11
572,572,1,50,50,10,0.5,0.1,0.9,0.3,0.62,31,7,12
573,573,1,50,50,10,0.5,0.1,0.9,0.5,0.7,28,9,13
574,574,1,50,50,10,0.5,0.1,0.9,0.7,0.52,30,14,6
575,575,1,50,50,10,0.5,0.1,0.9,0.9,0.66,29,9,12
576,576,1,50,50,10,0.5,0.3,0.3,0.3,0.68,26,14,10
577,577,1,50,50,10,0.5,0.3,0.3,0.5,1.08,18,10,22
578,580,1,50,50,10,0.5,0.3,0.5,0.3,0.52,32,10,8
579,578,1,50,50,10,0.5,0.3,0.3,0.7,0.96,20,12,18
580,583,1,50,50,10,0.5,0.3,0.5,0.9,1.06,18,11,21
581,579,1,50,50,10,0.5,0.3,0.3,0.9,1.08,13,20,17
582,581,1,50,50,10,0.5,0.3,0.5,0.5,0.66,29,9,12
583,582,1,50,50,10,0.5,0.3,0.5,0.7,0.88,22,12,16
584,586,1,50,50,10,0.5,0.3,0.7,0.7,0.8,24,12,14
585,585,1,50,50,10,0.5,0.3,0.7,0.5,0.42,35,9,6
586,584,1,50,50,10,0.5,0.3,0.7,0.3,0.48,35,6,9
587,588,1,50,50,10,0.5,0.3,0.9,0.3,0.58,32,7,11
588,587,1,50,50,10,0.5,0.3,0.7,0.9,0.78,25,11,14
589,589,1,50,50,10,0.5,0.3,0.9,0.5,0.54,31,11,8
590,590,1,50,50,10,0.5,0.3,0.9,0.7,0.38,36,9,5
591,591,1,50,50,10,0.5,0.3,0.9,0.9,0.52,33,8,9
592,592,1,50,50,10,0.5,0.5,0.3,0.3,0.64,28,12,10
593,593,1,50,50,10,0.5,0.5,0.3,0.5,0.74,26,11,13
594,594,1,50,50,10,0.5,0.5,0.3,0.7,1.16,11,20,19
595,597,1,50,50,10,0.5,0.5,0.5,0.5,0.5,34,7,9
596,598,1,50,50,10,0.5,0.5,0.5,0.7,0.6,28,14,8
597,595,1,50,50,10,0.5,0.5,0.3,0.9,1.16,16,10,24
598,596,1,50,50,10,0.5,0.5,0.5,0.3,0.36,39,4,7
599,601,1,50,50,10,0.5,0.5,0.7,0.5,0.54,31,11,8
600,599,1,50,50,10,0.5,0.5,0.5,0.9,0.7,24,17,9
601,600,1,50,50,10,0.5,0.5,0.7,0.3,0.44,34,10,6
602,602,1,50,50,10,0.5,0.5,0.7,0.7,0.6,33,4,13
603,603,1,50,50,10,0.5,0.5,0.7,0.9,0.54,30,13,7
