,RunId,iteration,Step,num_agents,num_supportive,stigma_level,support_effectiveness,acceptance_probability,refusal_gets_worse_probability,Average Depression,Mild Count,Moderate Count,Severe Count
905,905,2,50,50,10,0.3,0.3,0.7,0.5,0.7,26,13,11
906,907,2,50,50,10,0.3,0.3,0.7,0.9,0.96,19,14,17
907,906,2,50,50,10,0.3,0.3,0.7,0.7,0.64,30,8,12
908,908,2,50,50,10,0.3,0.3,0.9,0.3,0.42,37,5,8
909,909,2,50,50,10,0.3,0.3,0.9,0.5,0.64,30,8,12
910,910,2,50,50,10,0.3,0.3,0.9,0.7,0.5,34,7,9
911,911,2,50,50,10,0.3,0.3,0.9,0.9,0.44,35,8,7
912,912,2,50,50,10,0.3,0.5,0.3,0.3,0.4,35,10,5
913,913,2,50,50,10,0.3,0.5,0.3,0.5,0.94,22,9,19
914,914,2,50,50,10,0.3,0.5,0.3,0.7,0.82,24,11,15
915,915,2,50,50,10,0.3,0.5,0.3,0.9,1.24,14,10,26
916,916,2,50,50,10,0.3,0.5,0.5,0.3,0.56,32,8,10
917,919,2,50,50,10,0.3,0.5,0.5,0.9,0.88,22,12,16
918,917,2,50,50,10,0.3,0.5,0.5,0.5,0.64,28,12,10
919,918,2,50,50,10,0.3,0.5,0.5,0.7,0.76,28,6,16
920,920,2,50,50,10,0.3,0.5,0.7,0.3,0.4,35,10,5
921,922,2,50,50,10,0.3,0.5,0.7,0.7,0.42,33,13,4
922,921,2,50,50,10,0.3,0.5,0.7,0.5,0.6,31,8,11
923,923,2,50,50,10,0.3,0.5,0.7,0.9,0.6,28,14,8
924,924,2,50,50,10,0.3,0.5,0.9,0.3,0.38,37,7,6
925,925,2,50,50,10,0.3,0.5,0.9,0.5,0.38,38,5,7
926,926,2,50,50,10,0.3,0.5,0.9,0.7,0.36,38,6,6
927,927,2,50,50,10,0.3,0.5,0.9,0.9,0.44,35,8,7
928,928,2,50,50,10,0.3,0.7,0.3,0.3,0.64,29,10,11
929,929,2,50,50,10,0.3,0.7,0.3,0.5,0.88,23,10,17
930,931,2,50,50,10,0.3,0.7,0.3,0.9,1.18,16,9,25
931,930,2,50,50,10,0.3,0.7,0.3,0.7,1.02,19,11,20
932,932,2,50,50,10,0.3,0.7,0.5,0.3,0.56,32,8,10
933,933,2,50,50,10,0.3,0.7,0.5,0.5,0.72,28,8,14
934,934,2,50,50,10,0.3,0.7,0.5,0.7,0.84,24,10,16
935,936,2,50,50,10,0.3,0.7,0.7,0.3,0.66,28,11,11
936,935,2,50,50,10,0.3,0.7,0.5,0.9,1.02,19,11,20
937,937,2,50,50,10,0.3,0.7,0.7,0.5,0.66,29,9,12
938,938,2,50,50,10,0.3,0.7,0.7,0.7,0.78,26,9,15
939,940,2,50,50,10,0.3,0.7,0.9,0.3,0.38,37,7,6
940,939,2,50,50,10,0.3,0.7,0.7,0.9,0.62,32,5,13
941,941,2,50,50,10,0.3,0.7,0.9,0.5,0.48,33,10,7
942,942,2,50,50,10,0.3,0.7,0.9,0.7,0.44,35,8,7
943,943,2,50,50,10,0.3,0.7,0.9,0.9,0.54,31,11,8
944,944,2,50,50,10,0.3,0.9,0.3,0.3,0.76,25,12,13
945,945,2,50,50,10,0.3,0.9,0.3,0.5,0.82,25,9,16
946,946,2,50,50,10,0.3,0.9,0.3,0.7,1.02,20,9,21
947,948,2,50,50,10,0.3,0.9,0.5,0.3,0.8,26,8,16
948,947,2,50,50,10,0.3,0.9,0.3,0.9,1.16,17,8,25
949,950,2,50,50,10,0.3,0.9,0.5,0.7,0.9,24,7,19
950,951,2,50,50,10,0.3,0.9,0.5,0.9,0.76,27,8,15
951,949,2,50,50,10,0.3,0.9,0.5,0.5,0.62,31,7,12
952,953,2,50,50,10,0.3,0.9,0.7,0.5,0.54,34,5,11
953,952,2,50,50,10,0.3,0.9,0.7,0.3,0.34,37,9,4
954,954,2,50,50,10,0.3,0.9,0.7,0.7,0.66,29,9,12
955,956,2,50,50,10,0.3,0.9,0.9,0.3,0.46,35,7,8
956,955,2,50,50,10,0.3,0.9,0.7,0.9,0.64,29,10,11
957,957,2,50,50,10,0.3,0.9,0.9,0.5,0.34,38,7,5
958,958,2,50,50,10,0.3,0.9,0.9,0.7,0.34,38,7,5
959,959,2,50,50,10,0.3,0.9,0.9,0.9,0.7,27,11,12
960,960,2,50,50,10,0.5,0.1,0.3,0.3,0.8,19,22,9
961,961,2,50,50,10,0.5,0.1,0.3,0.5,0.78,21,19,10
962,962,2,50,50,10,0.5,0.1,0.3,0.7,0.82,23,13,14
963,963,2,50,50,10,0.5,0.1,0.3,0.9,1.34,10,13,27
964,964,2,50,50,10,0.5,0.1,0.5,0.3,0.8,20,20,10
965,966,2,50,50,10,0.5,0.1,0.5,0.7,1.02,16,17,17
966,965,2,50,50,10,0.5,0.1,0.5,0.5,0.9,20,15,15
967,969,2,50,50,10,0.5,0.1,0.7,0.5,0.74,26,11,13
968,968,2,50,50,10,0.5,0.1,0.7,0.3,0.4,35,10,5
969,967,2,50,50,10,0.5,0.1,0.5,0.9,1.16,15,12,23
970,970,2,50,50,10,0.5,0.1,0.7,0.7,0.54,28,17,5
971,971,2,50,50,10,0.5,0.1,0.7,0.9,0.98,17,17,16
972,972,2,50,50,10,0.5,0.1,0.9,0.3,0.8,24,12,14
973,973,2,50,50,10,0.5,0.1,0.9,0.5,0.54,31,11,8
974,974,2,50,50,10,0.5,0.1,0.9,0.7,0.68,27,12,11
975,975,2,50,50,10,0.5,0.1,0.9,0.9,0.98,19,13,18
976,976,2,50,50,10,0.5,0.3,0.3,0.3,0.7,26,13,11
977,977,2,50,50,10,0.5,0.3,0.3,0.5,0.78,22,17,11
978,978,2,50,50,10,0.5,0.3,0.3,0.7,1.26,11,15,24
979,979,2,50,50,10,0.5,0.3,0.3,0.9,1.16,11,20,19
980,980,2,50,50,10,0.5,0.3,0.5,0.3,0.6,29,12,9
981,981,2,50,50,10,0.5,0.3,0.5,0.5,0.7,25,15,10
982,983,2,50,50,10,0.5,0.3,0.5,0.9,0.92,22,10,18
983,984,2,50,50,10,0.5,0.3,0.7,0.3,0.38,37,7,6
984,982,2,50,50,10,0.5,0.3,0.5,0.7,0.64,29,10,11
985,985,2,50,50,10,0.5,0.3,0.7,0.5,0.52,31,12,7
986,986,2,50,50,10,0.5,0.3,0.7,0.7,0.7,27,11,12
987,987,2,50,50,10,0.5,0.3,0.7,0.9,0.56,31,10,9
988,988,2,50,50,10,0.5,0.3,0.9,0.3,0.5,33,9,8
989,989,2,50,50,10,0.5,0.3,0.9,0.5,0.58,30,11,9
990,990,2,50,50,10,0.5,0.3,0.9,0.7,0.44,34,10,6
991,991,2,50,50,10,0.5,0.3,0.9,0.9,0.48,33,10,7
992,992,2,50,50,10,0.5,0.5,0.3,0.3,0.58,31,9,10
993,993,2,50,50,10,0.5,0.5,0.3,0.5,0.8,25,10,15
994,994,2,50,50,10,0.5,0.5,0.3,0.7,0.84,21,16,13
995,996,2,50,50,10,0.5,0.5,0.5,0.3,0.38,36,9,5
996,1001,2,50,50,10,0.5,0.5,0.7,0.5,0.52,30,14,6
997,998,2,50,50,10,0.5,0.5,0.5,0.7,0.68,29,8,13
998,997,2,50,50,10,0.5,0.5,0.5,0.5,0.66,28,11,11
999,995,2,50,50,10,0.5,0.5,0.3,0.9,1.18,16,9,25
1000,1000,2,50,50,10,0.5,0.5,0.7,0.3,0.32,38,8,4
1001,999,2,50,50,10,0.5,0.5,0.5,0.9,1.1,15,15,20
1002,1002,2,50,50,10,0.5,0.5,0.7,0.7,0.58,28,15,7
1003,1004,2,50,50,10,0.5,0.5,0.9,0.3,0.44,34,10,6
1004,1003,2,50,50,10,0.5,0.5,0.7,0.9,0.58,30,11,9
1005,1005,2,50,50,10,0.5,0.5,0.9,0.5,0.42,35,9,6
1006,1006,2,50,50,10,0.5,0.5,0.9,0.7,0.48,34,8,8
1007,1007,2,50,50,10,0.5,0.5,0.9,0.9,0.64,28,12,10
1008,1008,2,50,50,10,0.5,0.7,0.3,0.3,0.58,31,9,10
1009,1009,2,50,50,10,0.5,0.7,0.3,0.5,0.78,24,13,13
1010,1011,2,50,50,10,0.5,0.7,0.3,0.9,1.24,12,14,24
1011,1010,2,50,50,10,0.5,0.7,0.3,0.7,0.9,25,5,20
1012,1012,2,50,50,10,0.5,0.7,0.5,0.3,0.38,34,13,3
1013,1014,2,50,50,10,0.5,0.7,0.5,0.7,0.9,23,9,18
1014,1015,2,50,50,10,0.5,0.7,0.5,0.9,0.94,21,11,18
1015,1013,2,50,50,10,0.5,0.7,0.5,0.5,0.44,31,16,3
1016,1016,2,50,50,10,0.5,0.7,0.7,0.3,0.44,33,12,5
1017,1019,2,50,50,10,0.5,0.7,0.7,0.9,0.62,29,11,10
1018,1020,2,50,50,10,0.5,0.7,0.9,0.3,0.24,41,6,3
1019,1017,2,50,50,10,0.5,0.7,0.7,0.5,0.68,28,10,12
1020,1018,2,50,50,10,0.5,0.7,0.7,0.7,0.5,33,9,8
1021,1021,2,50,50,10,0.5,0.7,0.9,0.5,0.58,31,9,10
1022,1022,2,50,50,10,0.5,0.7,0.9,0.7,0.38,38,5,7
1023,1023,2,50,50,10,0.5,0.7,0.9,0.9,0.58,32,7,11
1024,1024,2,50,50,10,0.5,0.9,0.3,0.3,0.46,34,9,7
1025,1025,2,50,50,10,0.5,0.9,0.3,0.5,0.82,26,7,17
1026,1026,2,50,50,10,0.5,0.9,0.3,0.7,1.02,19,11,20
1027,1030,2,50,50,10,0.5,0.9,0.5,0.7,0.8,24,12,14
1028,1027,2,50,50,10,0.5,0.9,0.3,0.9,1.22,16,7,27
1029,1029,2,50,50,10,0.5,0.9,0.5,0.5,0.48,30,16,4
1030,1028,2,50,50,10,0.5,0.9,0.5,0.3,0.42,34,11,5
1031,1032,2,50,50,10,0.5,0.9,0.7,0.3,0.5,33,9,8
1032,1031,2,50,50,10,0.5,0.9,0.5,0.9,0.94,21,11,18
1033,1034,2,50,50,10,0.5,0.9,0.7,0.7,0.82,25,9,16
1034,1035,2,50,50,10,0.5,0.9,0.7,0.9,0.7,24,17,9
1035,1036,2,50,50,10,0.5,0.9,0.9,0.3,0.48,36,4,10
1036,1033,2,50,50,10,0.5,0.9,0.7,0.5,0.46,35,7,8
1037,1038,2,50,50,10,0.5,0.9,0.9,0.7,0.48,35,6,9
1038,1037,2,50,50,10,0.5,0.9,0.9,0.5,0.42,38,3,9
1039,1039,2,50,50,10,0.5,0.9,0.9,0.9,0.38,37,7,6
1040,1040,2,50,50,10,0.7,0.1,0.3,0.3,0.9,20,15,15
1041,1041,2,50,50,10,0.7,0.1,0.3,0.5,0.68,25,16,9
1042,1042,2,50,50,10,0.7,0.1,0.3,0.7,1.0,17,16,17
1043,1044,2,50,50,10,0.7,0.1,0.5,0.3,0.54,32,9,9
1044,1045,2,50,50,10,0.7,0.1,0.5,0.5,0.82,23,13,14
1045,1046,2,50,50,10,0.7,0.1,0.5,0.7,0.7,25,15,10
1046,1051,2,50,50,10,0.7,0.1,0.7,0.9,0.84,25,8,17
1047,1043,2,50,50,10,0.7,0.1,0.3,0.9,1.26,11,15,24
1048,1047,2,50,50,10,0.7,0.1,0.5,0.9,0.98,19,13,18
1049,1048,2,50,50,10,0.7,0.1,0.7,0.3,0.66,23,21,6
1050,1049,2,50,50,10,0.7,0.1,0.7,0.5,0.78,25,11,14
1051,1052,2,50,50,10,0.7,0.1,0.9,0.3,0.62,30,9,11
1052,1050,2,50,50,10,0.7,0.1,0.7,0.7,0.7,26,13,11
1053,1054,2,50,50,10,0.7,0.1,0.9,0.7,0.48,34,8,8
1054,1053,2,50,50,10,0.7,0.1,0.9,0.5,0.62,28,13,9
1055,1055,2,50,50,10,0.7,0.1,0.9,0.9,0.52,32,10,8
1056,1057,2,50,50,10,0.7,0.3,0.3,0.5,0.86,19,19,12
1057,1056,2,50,50,10,0.7,0.3,0.3,0.3,0.48,32,12,6
1058,1058,2,50,50,10,0.7,0.3,0.3,0.7,1.02,16,17,17
1059,1060,2,50,50,10,0.7,0.3,0.5,0.3,0.8,26,8,16
1060,1059,2,50,50,10,0.7,0.3,0.3,0.9,1.34,12,9,29
1061,1066,2,50,50,10,0.7,0.3,0.7,0.7,0.72,24,16,10
1062,1064,2,50,50,10,0.7,0.3,0.7,0.3,0.52,33,8,9
1063,1061,2,50,50,10,0.7,0.3,0.5,0.5,0.78,25,11,14
1064,1068,2,50,50,10,0.7,0.3,0.9,0.3,0.66,29,9,12
1065,1062,2,50,50,10,0.7,0.3,0.5,0.7,0.76,27,8,15
1066,1067,2,50,50,10,0.7,0.3,0.7,0.9,0.7,26,13,11
1067,1065,2,50,50,10,0.7,0.3,0.7,0.5,0.46,35,7,8
1068,1063,2,50,50,10,0.7,0.3,0.5,0.9,0.94,21,11,18
1069,1069,2,50,50,10,0.7,0.3,0.9,0.5,0.5,31,13,6
1070,1070,2,50,50,10,0.7,0.3,0.9,0.7,0.56,31,10,9
1071,1071,2,50,50,10,0.7,0.3,0.9,0.9,0.54,31,11,8
1072,1072,2,50,50,10,0.7,0.5,0.3,0.3,0.48,33,10,7
1073,1073,2,50,50,10,0.7,0.5,0.3,0.5,0.86,22,13,15
1074,1074,2,50,50,10,0.7,0.5,0.3,0.7,0.96,21,10,19
1075,1075,2,50,50,10,0.7,0.5,0.3,0.9,1.16,15,12,23
1076,1076,2,50,50,10,0.7,0.5,0.5,0.3,0.34,37,9,4
1077,1079,2,50,50,10,0.7,0.5,0.5,0.9,0.86,20,17,13
1078,1078,2,50,50,10,0.7,0.5,0.5,0.7,0.74,26,11,13
1079,1084,2,50,50,10,0.7,0.5,0.9,0.3,0.46,33,11,6
1080,1081,2,50,50,10,0.7,0.5,0.7,0.5,0.46,34,9,7
1081,1077,2,50,50,10,0.7,0.5,0.5,0.5,0.48,33,10,7
1082,1083,2,50,50,10,0.7,0.5,0.7,0.9,0.58,28,15,7
1083,1082,2,50,50,10,0.7,0.5,0.7,0.7,0.54,31,11,8
1084,1080,2,50,50,10,0.7,0.5,0.7,0.3,0.36,37,8,5
1085,1085,2,50,50,10,0.7,0.5,0.9,0.5,0.4,38,4,8
1086,1086,2,50,50,10,0.7,0.5,0.9,0.7,0.48,32,12,6
1087,1087,2,50,50,10,0.7,0.5,0.9,0.9,0.58,31,9,10
1088,1089,2,50,50,10,0.7,0.7,0.3,0.5,0.8,25,10,15
1089,1088,2,50,50,10,0.7,0.7,0.3,0.3,0.64,30,8,12
1090,1090,2,50,50,10,0.7,0.7,0.3,0.7,1.14,16,11,23
1091,1091,2,50,50,10,0.7,0.7,0.3,0.9,1.06,18,11,21
1092,1092,2,50,50,10,0.7,0.7,0.5,0.3,0.44,35,8,7
1093,1093,2,50,50,10,0.7,0.7,0.5,0.5,0.56,31,10,9
1094,1095,2,50,50,10,0.7,0.7,0.5,0.9,0.8,24,12,14
1095,1096,2,50,50,10,0.7,0.7,0.7,0.3,0.46,34,9,7
1096,1094,2,50,50,10,0.7,0.7,0.5,0.7,0.84,22,14,14
1097,1097,2,50,50,10,0.7,0.7,0.7,0.5,0.46,34,9,7
1098,1100,2,50,50,10,0.7,0.7,0.9,0.3,0.3,39,7,4
1099,1099,2,50,50,10,0.7,0.7,0.7,0.9,0.6,30,10,10
1100,1098,2,50,50,10,0.7,0.7,0.7,0.7,0.56,32,8,10
1101,1102,2,50,50,10,0.7,0.7,0.9,0.7,0.66,30,7,13
1102,1101,2,50,50,10,0.7,0.7,0.9,0.5,0.32,39,6,5
1103,1103,2,50,50,10,0.7,0.7,0.9,0.9,0.48,34,8,8
1104,1104,2,50,50,10,0.7,0.9,0.3,0.3,0.6,32,6,12
1105,1105,2,50,50,10,0.7,0.9,0.3,0.5,0.9,25,5,20
1106,1106,2,50,50,10,0.7,0.9,0.3,0.7,0.86,21,15,14
1107,1107,2,50,50,10,0.7,0.9,0.3,0.9,1.2,15,10,25
1108,1108,2,50,50,10,0.7,0.9,0.5,0.3,0.28,39,8,3
1109,1112,2,50,50,10,0.7,0.9,0.7,0.3,0.56,31,10,9
1110,1109,2,50,50,10,0.7,0.9,0.5,0.5,0.78,25,11,14
1111,1110,2,50,50,10,0.7,0.9,0.5,0.7,0.78,27,7,16
1112,1111,2,50,50,10,0.7,0.9,0.5,0.9,0.88,23,10,17
1113,1115,2,50,50,10,0.7,0.9,0.7,0.9,0.56,31,10,9
1114,1113,2,50,50,10,0.7,0.9,0.7,0.5,0.38,36,9,5
1115,1114,2,50,50,10,0.7,0.9,0.7,0.7,0.54,34,5,11
1116,1116,2,50,50,10,0.7,0.9,0.9,0.3,0.4,36,8,6
1117,1117,2,50,50,10,0.7,0.9,0.9,0.5,0.2,43,4,3
1118,1118,2,50,50,10,0.7,0.9,0.9,0.7,0.26,39,9,2
1119,1119,2,50,50,10,0.7,0.9,0.9,0.9,0.38,36,9,5
1120,1120,2,50,50,10,0.9,0.1,0.3,0.3,0.76,22,18,10
1121,1122,2,50,50,10,0.9,0.1,0.3,0.7,0.9,20,15,15
1122,1121,2,50,50,10,0.9,0.1,0.3,0.5,0.84,21,16,13
1123,1124,2,50,50,10,0.9,0.1,0.5,0.3,0.76,25,12,13
1124,1123,2,50,50,10,0.9,0.1,0.3,0.9,1.18,13,15,22
1125,1125,2,50,50,10,0.9,0.1,0.5,0.5,0.94,20,13,17
1126,1126,2,50,50,10,0.9,0.1,0.5,0.7,1.06,15,17,18
1127,1132,2,50,50,10,0.9,0.1,0.9,0.3,0.66,30,7,13
1128,1127,2,50,50,10,0.9,0.1,0.5,0.9,0.98,13,25,12
1129,1131,2,50,50,10,0.9,0.1,0.7,0.9,0.76,25,12,13
1130,1128,2,50,50,10,0.9,0.1,0.7,0.3,0.74,25,13,12
1131,1130,2,50,50,10,0.9,0.1,0.7,0.7,0.64,28,12,10
1132,1129,2,50,50,10,0.9,0.1,0.7,0.5,0.88,19,18,13
1133,1133,2,50,50,10,0.9,0.1,0.9,0.5,0.84,24,10,16
1134,1134,2,50,50,10,0.9,0.1,0.9,0.7,0.78,24,13,13
1135,1135,2,50,50,10,0.9,0.1,0.9,0.9,0.94,21,11,18
1136,1136,2,50,50,10,0.9,0.3,0.3,0.3,0.72,26,12,12
1137,1138,2,50,50,10,0.9,0.3,0.3,0.7,1.1,18,9,23
1138,1137,2,50,50,10,0.9,0.3,0.3,0.5,0.78,22,17,11
1139,1139,2,50,50,10,0.9,0.3,0.3,0.9,1.26,9,19,22
1140,1140,2,50,50,10,0.9,0.3,0.5,0.3,0.46,35,7,8
1141,1141,2,50,50,10,0.9,0.3,0.5,0.5,0.76,23,16,11
1142,1142,2,50,50,10,0.9,0.3,0.5,0.7,0.76,24,14,12
1143,1143,2,50,50,10,0.9,0.3,0.5,0.9,0.84,23,12,15
1144,1144,2,50,50,10,0.9,0.3,0.7,0.3,0.52,33,8,9
1145,1146,2,50,50,10,0.9,0.3,0.7,0.7,0.64,27,14,9
1146,1147,2,50,50,10,0.9,0.3,0.7,0.9,0.74,23,17,10
1147,1145,2,50,50,10,0.9,0.3,0.7,0.5,0.6,31,8,11
1148,1148,2,50,50,10,0.9,0.3,0.9,0.3,0.46,34,9,7
1149,1149,2,50,50,10,0.9,0.3,0.9,0.5,0.52,34,6,10
1150,1150,2,50,50,10,0.9,0.3,0.9,0.7,0.76,25,12,13
1151,1151,2,50,50,10,0.9,0.3,0.9,0.9,0.66,29,9,12
1152,1152,2,50,50,10,0.9,0.5,0.3,0.3,0.74,28,7,15
1153,1153,2,50,50,10,0.9,0.5,0.3,0.5,0.66,29,9,12
1154,1155,2,50,50,10,0.9,0.5,0.3,0.9,1.38,8,15,27
1155,1154,2,50,50,10,0.9,0.5,0.3,0.7,1.04,16,16,18
1156,1157,2,50,50,10,0.9,0.5,0.5,0.5,0.46,31,15,4
1157,1156,2,50,50,10,0.9,0.5,0.5,0.3,0.48,36,4,10
1158,1158,2,50,50,10,0.9,0.5,0.5,0.7,0.82,22,15,13
1159,1159,2,50,50,10,0.9,0.5,0.5,0.9,0.84,23,12,15
1160,1163,2,50,50,10,0.9,0.5,0.7,0.9,0.72,25,14,11
1161,1161,2,50,50,10,0.9,0.5,0.7,0.5,0.5,33,9,8
1162,1162,2,50,50,10,0.9,0.5,0.7,0.7,0.42,33,13,4
1163,1160,2,50,50,10,0.9,0.5,0.7,0.3,0.4,37,6,7
1164,1164,2,50,50,10,0.9,0.5,0.9,0.3,0.32,38,8,4
1165,1165,2,50,50,10,0.9,0.5,0.9,0.5,0.3,41,3,6
1166,1166,2,50,50,10,0.9,0.5,0.9,0.7,0.46,32,13,5
1167,1167,2,50,50,10,0.9,0.5,0.9,0.9,0.4,36,8,6
1168,1168,2,50,50,10,0.9,0.7,0.3,0.3,0.5,33,9,8
1169,1169,2,50,50,10,0.9,0.7,0.3,0.5,0.88,23,10,17
1170,1170,2,50,50,10,0.9,0.7,0.3,0.7,0.96,21,10,19
1171,1171,2,50,50,10,0.9,0.7,0.3,0.9,1.36,11,10,29
1172,1172,2,50,50,10,0.9,0.7,0.5,0.3,0.44,35,8,7
1173,1175,2,50,50,10,0.9,0.7,0.5,0.9,0.9,23,9,18
1174,1173,2,50,50,10,0.9,0.7,0.5,0.5,0.54,31,11,8
1175,1176,2,50,50,10,0.9,0.7,0.7,0.3,0.54,33,7,10
1176,1174,2,50,50,10,0.9,0.7,0.5,0.7,0.72,27,10,13
1177,1180,2,50,50,10,0.9,0.7,0.9,0.3,0.38,38,5,7
1178,1177,2,50,50,10,0.9,0.7,0.7,0.5,0.44,35,8,7
1179,1178,2,50,50,10,0.9,0.7,0.7,0.7,0.52,33,8,9
1180,1179,2,50,50,10,0.9,0.7,0.7,0.9,0.5,35,5,10
1181,1182,2,50,50,10,0.9,0.7,0.9,0.7,0.54,33,7,10
1182,1181,2,50,50,10,0.9,0.7,0.9,0.5,0.44,35,8,7
1183,1183,2,50,50,10,0.9,0.7,0.9,0.9,0.5,35,5,10
1184,1184,2,50,50,10,0.9,0.9,0.3,0.3,0.54,30,13,7
1185,1185,2,50,50,10,0.9,0.9,0.3,0.5,0.8,24,12,14
1186,1186,2,50,50,10,0.9,0.9,0.3,0.7,0.88,25,6,19
1187,1187,2,50,50,10,0.9,0.9,0.3,0.9,1.18,15,11,24
1188,1188,2,50,50,10,0.9,0.9,0.5,0.3,0.32,40,4,6
1189,1189,2,50,50,10,0.9,0.9,0.5,0.5,0.44,32,14,4
1190,1191,2,50,50,10,0.9,0.9,0.5,0.9,0.78,25,11,14
1191,1190,2,50,50,10,0.9,0.9,0.5,0.7,0.58,30,11,9
1192,1193,2,50,50,10,0.9,0.9,0.7,0.5,0.52,32,10,8
1193,1194,2,50,50,10,0.9,0.9,0.7,0.7,0.6,34,2,14
1194,1195,2,50,50,10,0.9,0.9,0.7,0.9,0.7,30,5,15
1195,1192,2,50,50,10,0.9,0.9,0.7,0.3,0.14,45,3,2
1196,1196,2,50,50,10,0.9,0.9,0.9,0.3,0.32,39,6,5
1197,1198,2,50,50,10,0.9,0.9,0.9,0.7,0.36,37,8,5
1198,1197,2,50,50,10,0.9,0.9,0.9,0.5,0.38,37,7,6
1199,1199,2,50,50,10,0.9,0.9,0.9,0.9,0.6,29,12,9
